id,transcription,label
Ses04M_impro08_F002,"Uh. Yeah, I just gave it to the automated thing like five times.",9
Ses04M_impro08_M003,I'm going to need it again. I need to look at your file. If you want me to look at your file--,9
Ses04M_impro08_F003,Okay. three two three six nine seven five zero six six. Can we move on?,9
Ses04M_impro08_M004,Okay.,1
Ses04M_impro08_F004,"Okay, cool.",0
Ses04M_impro08_M005,"Umm, Miss Aruckman",1
Ses04M_impro08_F005,Yes.,0
Ses04M_impro08_M006,I am seeing the two hundred dollar charge.,1
Ses04M_impro08_F006,"Yes, and I've been through all of the menus, pushed one and star and pound and all of that stuff and I'm just trying to get through to a person who can",9
Ses04M_impro08_M007,Well I'm looking at these.,9
Ses04M_impro08_F007,"take off the charges that came from like Nebraska or wherever because, obviously, I didn't make those.",9
Ses04M_impro08_F008,So can you please refund the mischarged charges,9
Ses04M_impro08_M008,So you're saying that you didn't make these calls.,1
Ses04M_impro08_F009,I did not make the calls from B.F.E. Nebraska.,9
Ses04M_impro08_M009,"Well I mean, I'm supposed to use discretion in the situation and, um--",9
Ses04M_impro08_F010,So could you discretion it back?,9
Ses04M_impro08_M010,All I can do for you right now is give you a hundred dollars.,1
Ses04M_impro08_F011,"Okay, but that's like half",9
Ses04M_impro08_M011,What I can,1
Ses04M_impro08_F012,of the money that I was charged that I didn't make those calls.,9
Ses04M_impro08_M012,What I can do for you is give you a hundred dollars right now and fill out complaint form,1
Ses04M_impro08_M013,which you- which you'll have to go into a local Verizon dealer-- or Sprint.,1
Ses04M_impro08_F013,"Okay, no, look, I- I- I- I'm really -- I'm trying to be patient. I know this isn't your fault. I know that you didn't do it",9
Ses04M_impro08_F014,"but, at the same time, I have been through an hour of little robot voices telling me what I needed to do.",9
Ses04M_impro08_M014,"Ma'am, I understand that.",9
Ses04M_impro08_F015,And I did everything they said. And now i'm talking to you and you're supposed to put the money back on my account because I didn't make the calls and I'm really tired of dealing with this because I didn't even,0
Ses04M_impro08_M015,"Ma'am, I - I - I understand that. I understand that. What I can do for you right now is what I'm telling you is that I can do- I can give you a hundred dollars back and then you'll have to fill out a complaint form and then you'll get -- there'll be some investigation. Some men will show up at your house and go through your things.",9
Ses04M_impro08_F016,Excuse me?,9
Ses04M_impro08_M016,And then then you'll get some money back.,9
Ses04M_impro08_F017,How long does that take?,9
Ses04M_impro08_M017,A few weeks. You won't even know that they were there.,1
Ses04M_impro08_F018,I have to wait a few weeks for people come go through my things to get the money back that I didn't spend?,9
Ses04M_impro08_M018,"Okay. You know what? I just don't feel like doing this anymore. Um, you can have all the money back, two hundred dollar, right now.",9
Ses04M_impro08_F019,Really?,6
Ses04M_impro08_M019,"Yeah. That's fine. I just -- that's fine. Yeah, I mean, it doesn't make any difference to me. I mean, it's not like it's going to cost my job or anything.",1
Ses04M_impro08_F020,You're just going to put it back on my account.,1
Ses04M_impro08_M020,"I mean, technically, that's policy. But, like, I mean, I don't really care about -- nobody really cares about policy here.",1
Ses04M_impro08_F021,So you're just going to take care of this for me?,6
Ses04M_impro08_M021,Sure.,1
Ses04M_impro08_F022,"Oh, my God, thank you so much.",2
Ses04M_impro08_M022,You're welcome.,1
Ses04M_impro08_F023,"I really appreciate this. I know it's not policy or whatever but, seriously",2
Ses04M_impro08_M023,"No, no, no, it's cool. It's cool. It's cool. So, um",1
Ses04M_impro08_F024,make my life a lot easier.,2
Ses04M_impro08_M024,"You know, so- I mean, are you doing anything later? Or um",1
Ses04M_impro08_F025,Really?,6
Ses04M_impro08_M025,"Oh, I don't know. I mean, I don't know. I just thought, you know, maybe you want to get some co--I mean, I'm actually -- wait, where do you live? Oh, you're in Los Angeles, I see. Oh, no, that sucks 'cause I'm in, actually in Alabama.",1
Ses04M_impro08_F026,"Right. Um, Thanks for asking, though. I mean, you sound nice, you know.",0
Ses04M_impro08_M026,"God, that's like a whole problem with like-- But, no, I mean, hey-- if you ever",1
Ses04M_impro08_M027,"if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um.",1
Ses04M_impro08_F027,I'll,1
Ses04M_impro08_F028,"call up the Sprint call center and, uh, you know. cool",1
Ses04M_impro08_F029,"Wow, alright. Well, thanks. And, uh, you- you have a good one.",0
Ses04M_impro08_M028,Alright. Take Care.,1
Ses04M_impro08_F030,You too.,1
Ses04M_script01_3_F000,You're the only one I know who loves his parents.,0
Ses04M_script01_3_M000,"I know. It went out of style, didn't it?",0
Ses04M_script01_3_F001,"It's okay. It's a good thing. You know, it's lovely here and the air is sweet.",0
Ses04M_script01_3_M001,So you're not sorry you came?,0
Ses04M_script01_3_F002,"No, not sorry, but I'm not going to stay.",0
Ses04M_script01_3_M002,Why?,0
Ses04M_script01_3_F003,"In the first place, your mother as much as told me to go.",0
Ses04M_script01_3_F004,You saw that and then you've been kind of--,0
Ses04M_script01_3_M003,What?,0
Ses04M_script01_3_F005,"Well, kind of embarrassed ever since I got here.",0
Ses04M_script01_3_M004,The trouble is I planned on sneaking up on you over a period of a week or so. But they take it for granted that we're all set.,0
Ses04M_script01_3_F006,"I knew they would, your mother, anyway.",0
Ses04M_script01_3_M005,How did you know?,0
Ses04M_script01_3_F007,"From her point of view, why else would I come?",0
Ses04M_script01_3_M006,Well wouldn't you want to?,0
Ses04M_script01_3_M007,I guess you know this is why I asked you to come.,0
Ses04M_script01_3_F008,I guess this is why I came.,0
Ses04M_script01_3_M008,"Ann, I love you. I love you a great deal. I love you.",0
Ses04M_script01_3_M009,I have no imagination. That's all I know to tell you. I'm embarrassing you.,0
Ses04M_script01_3_M010,I didn't want to tell it to you here. I wanted someplace we'd never been; someplace where we'd be brand new to each other.,0
Ses04M_script01_3_M011,"You think this is wrong, don't you; this yard, this chair? I want you to be ready for me. I don't want to win you away from anything.",0
Ses04M_script01_3_F009,"Chris, I've been ready a long, long time.",0
Ses04M_script01_3_M012,Then he's gone forever? You're sure?,0
Ses04M_script01_3_F010,I almost got married two years ago.,0
Ses04M_script01_3_M013,Why didn't you?,0
Ses04M_script01_3_F011,You started to write me.,0
Ses04M_script01_3_M014,You felt something that far back?,0
Ses04M_script01_3_F012,Every day since.,2
Ses04M_script01_3_M015,"Anne, why didn't you let me know?",0
Ses04M_script01_3_F013,"I was waiting for you, Chris. 'Til then, you never wrote and when you did, what did you say? You sure can be ambiguous, you know.",2
Ses04M_script01_3_M016,"Anne, give me a kiss. Give me a -",0
Ses04M_script01_3_M017,"I kissed you. I kissed Annie. How long, how long I've waited to kiss you.",0
Ses04M_script01_3_F014,I'll never forgive you. Why did you wait all these years? All I've done is sit around and wonder if I was crazy for thinking of you.,2
Ses04M_script01_3_M018,"Anne, we're going to live now. I'm going to make you so happy.",0
Ses04M_script01_3_F015,Not like that you're not.,0
Ses04M_script01_3_M019,I kissed you.,0
Ses04M_script01_3_F016,"Like Larry's brother. Do it like you, Chris. What is it, Chris?",0
Ses04M_script01_3_M020,Let's drive somewhere. I want to be alone with you.,0
Ses04M_script01_3_F017,"No, what is it, Chris? Your mother?",0
Ses04M_script01_3_M021,"No, no, nothing like that.",0
Ses04M_script01_3_F018,"Then what's wrong. Even in your letters, there was something ashamed.",0
Ses04M_script01_3_M022,"Yes, I suppose there has been. But it's going from me.",4
Ses04M_script01_3_F019,You've got to tell me.,0
Ses04M_script01_3_M023,I don't know where to start.,4
Ses04M_script01_3_F020,It wouldn't work this way.,0
Ses04M_script01_3_M024,"It's all mixed up with so many other things. You remember overseas, I was in command of a company?",4
Ses04M_script01_3_F021,"Yeah, sure.",0
Ses04M_script01_3_M025,Well I lost them.,4
Ses04M_script01_3_F022,How many?,4
Ses04M_script01_3_M026,Just about all.,4
Ses04M_script01_3_F023,"Oh, gees.",4
Ses04M_script01_3_M027,It takes a little time to toss that off because they weren't just men.,4
Ses04M_script01_3_M028,"For instance, one time it'd been raining several days. And this kid came to me and gave me his last pair of dry socks; put them in my pocket. That's only a little thing, but that's the kind of guys I had.",4
Ses04M_script01_3_M029,They didn't die. They killed themselves for each other. I mean that exactly. A little more selfish and they'd have been here today.,0
Ses04M_script01_3_M030,"And I got this idea watching them go down, everything was being destroyed, see? But, to me, it seemed there was one new thing that was made,",4
Ses04M_script01_3_M031,a kind of responsibility. Man for man. You understand me? And then I went home and it was incredible.,4
Ses04M_script01_3_M032,"There was no meaning in it here. The whole thing to them was some sort of bus accident. Then I went to work for dad and that whole rat race again. I felt, what you said, ashamed somehow",4
Ses04M_script01_3_M033,because nobody was changed. It seemed to make suckers out of a lot of guys. I felt wrong to be alive;,4
Ses04M_script01_3_M034,"to open that bank book; to drive the new car; to see the new refrigerator. I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man.",4
Ses04M_script01_3_M035,"You have to be a little better because of that. Otherwise, we have is really loot and there's blood on it. I don't want to take any of it. I guess that included you.",4
Ses04M_script01_3_F024,And do you still feel that way?,0
Ses04M_script01_3_M036,"I want you now, Annie.",0
Ses04M_script01_3_F025,"Because you mustn't feel that way anymore, Chris. Because you have a right to everything you have, everything, Chris; to me, too.",0
Ses04M_script01_3_F026,"And your money, there's nothing wrong in your money. Your father put hundreds of planes in the air. You should be proud. A man should be paid for that.",0
Ses04M_script01_3_M037,"Annie, Annie, I'm going to make you a fortune.",2
Ses04M_script01_3_F027,What'll I do with a fortune?,2
Ses04F_impro04_M000,Hey. Get out of the way. I'm watching TV.,0
Ses04F_impro04_F000,That's helpful.,1
Ses04F_impro04_F001,I just don't think I can do this anymore. It's been a really long time and it's not like I'm not trying.,9
Ses04F_impro04_M001,Well I guess you're not trying hard enough.,1
Ses04F_impro04_F002,I am try- it's been three years,9
Ses04F_impro04_F003,and I have gone everywhere I can think of. I have given resumes. I have done interviews. I've tried to pull in favors. I've asked everybody I know for help. I don't know what else to do.,9
Ses04F_impro04_M002,"Just, I don't know, maybe you're not smart enough.",1
Ses04F_impro04_M003,I mean I don't know just go out and keep trying. Just-,1
Ses04F_impro04_M004,I don't know.,1
Ses04F_impro04_F004,"Okay but I've been trying for three years. Three years and I haven't gotten a bite much less actually gotten hired, and I am smart enough. Thank you very much.",9
Ses04F_impro04_M005,"Hey. Look, I mean- you know.",1
Ses04F_impro04_F005,I'm really good at what I do. I just don't know how to make someone else see that.,3
Ses04F_impro04_M006,Look bananas don't grow overnight. Okay.,1
Ses04F_impro04_F006,What? Who says that? Bananas don't grow overnight.,3
Ses04F_impro04_M007,You need that- Time-,1
Ses04F_impro04_M008,"You know- You need to just- you need, I mean it takes time to get a good job. I mean-",1
Ses04F_impro04_F007,Okay. I think three years is a little excessive.,9
Ses04F_impro04_M009,"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",1
Ses04F_impro04_F008,"Yeah but you weren't unemployed for three years trying to find any job. I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something. I don't even- I don't know what to do anymore.",3
Ses04F_impro04_M010,I don't know. I mean whatever.,9
Ses04F_impro04_F009,Nothing I'm trying seems to work. Just-,9
Ses04F_impro04_M011,Clearly.,0
Ses04F_impro04_F010,Okay that's helpful. Thanks.,0
Ses04F_impro04_M012,Look I'm sorry okay. It's just-,0
Ses04F_impro04_F011,Clearly everything you're doing is completely wrong.,3
Ses04F_impro04_M013,"I mean, well I mean i don't know; it doesn't really affect my life, you know.",1
Ses04F_impro04_F012,Well don't you understand that this is-,9
Ses04F_impro04_M014,"Yeah, I understand, but-",1
Ses04F_impro04_F013,I don't even- I mean you have to have some kind of an idea. Something you could possibly throw out there that I could maybe use.,3
Ses04F_impro04_M015,"I don't know. Well like, I don't know. I mean-",1
Ses04F_impro04_F014,I mean it's not like this is an,3
Ses04F_impro04_F015,extreme request. I want to find a job. Everybody wants to find a job. It's really not that.,3
Ses04F_impro04_M016,Clearly- cle- clearly you're doing something wrong.,1
Ses04F_impro04_F016,"Okay. Okay, Fine.",3
Ses04F_impro04_M017,"'Cause if you've been looking, you've been applying for jobs for three years. And-",1
Ses04F_impro04_F017,Okey So I'm doing something wrong. What am I doing wrong?,3
Ses04F_impro04_F018,I'm really good at what I do. I'm smart. I'm trained. I have the education. I'm talented. I cannot-,3
Ses04F_impro04_M018,Are you- I mean do you like get dressed up and everything when you go to the job interview?,1
Ses04F_impro04_F019,Well yeah I mean I like take a shower and stuff.,9
Ses04F_impro04_M019,"And you like- you know, you shave your legs and everything?",1
Ses04F_impro04_F020,[LAUGHTER] Yeah. Usually.,9
Ses04F_impro04_M020,"and I want- I mean you know you've got to, like, do your hair. I mean- I don't know, it's like,",1
Ses04F_impro04_F021,"Yeah, I- I make my",9
Ses04F_impro04_F022,I make myself very presentable before I go to any kind of interview.,9
Ses04F_impro04_M021,"you know what I mean? You know, it's like they say presentation is, like eighty percent.",1
Ses04F_impro04_M022,or some- some large percent of- of success.,1
Ses04F_impro04_F023,"Uhuh. Uhuh. Yeah, yeah. Good quote.",9
Ses04F_impro04_M023,"Because I don't know I mean just, you know, just keep- keep- keep at it. Keep trying. Go-",1
Ses04F_impro04_F024,Buck-O. That's really helpful. Just keep chugging along. The little engine that could.,9
Ses04F_impro04_M024,"What do you want me to? Look, Hey look if I could- Don't get all sassy.",0
Ses04F_impro04_F025,Well you- just you're doing something wrong.,3
Ses04F_impro04_M025,"Look if I could give you a job,if I could give you a job I would but I mean I'm not in that position. I'm-",9
Ses04F_impro04_F026,Well maybe you could help. I mean you've got a job. I'm willing to look outside of my realm. I could try something else.,9
Ses04F_impro04_M026,"Hey, I'd love to help you but I- you don't have the kind of training that I-",1
Ses04F_impro04_F027,I'll get it. I just need a job. I don't care what it is.,9
Ses04F_impro04_M027,"So, go to McDonalds.",9
Ses04F_impro04_F028,Well I mean I need to make a little bit more than the minimum wage fry flipper.,9
Ses04F_impro04_M028,Well you've got to start somewhere. I mean-,1
Ses04F_impro04_F029,I did start somewhere. I worked my way up. I'm not going to start at the bottom again.,9
Ses04F_impro04_M029,Well you're going to have to. You don't really have an option. What's your problem?,9
Ses04F_impro04_F030,What's my problem? What's my problem? I don't have a job.,3
Ses04F_impro04_M030,I don't know it's like I'm trying to be-,1
Ses04F_impro04_F031,I thought I was pretty clear about what the problem was.,3
Ses04F_impro04_M031,I'm trying to be helpful.,1
Ses04F_impro04_M032,"I'm trying to be helpful and you're just, like, coming at me with, like, attacks.",0
Ses04F_impro04_F032,Well maybe you could be a little helpful. I mean obviously you don't have any problems so would it really take so much time out of your day to just go ahead and help somebody else.,9
Ses04F_impro04_M033,I'm trying to watch TV.,1
Ses04F_impro04_M034,I'm trying to watch TV. TV.,0
Ses04F_impro04_F033,That's important. That's really important.,9
Ses04M_impro02_M000,It's only going to be a year.,4
Ses04M_impro02_F000,It's the first year of your child's life.,0
Ses04M_impro02_M001,There's really -- there's nothing I can do.,0
Ses04M_impro02_F001,You're just fine with this?,0
Ses04M_impro02_M002,There's nothing I --,9
Ses04M_impro02_F002,You're just going to pick up and leave me and our baby and miss a year of our lives?,9
Ses04M_impro02_M003,"It's -- look, it's only a year. It'll go by quickly. Okay.",9
Ses04M_impro02_F003,"When you get back, think of all of the things that you're going to have missed.",0
Ses04M_impro02_M004,"I know, but I'll be back then. And - and- and we'll have -- we have the rest of our lives.",9
Ses04M_impro02_F004,Don't go.,0
Ses04M_impro02_M005,I can't do that. I have to go.,9
Ses04M_impro02_F005,"Do you want to -- do you want to leave us behind? I mean, I don't understand why you have to do this.",9
Ses04M_impro02_M006,I've made a pledge. I can't not do this at this point.,9
Ses04M_impro02_F006,"You've made a pledge to us, too. Remember that day, we stood in front of each other and said 'til death do us part. Put on some rings and it's supposed to mean something.",0
Ses04M_impro02_M007,I know that. I know that. I know that.,9
Ses04M_impro02_M008,"There's nothing I can do. I mean, I have to go.",1
Ses04M_impro02_M009,"And this is what I do. This is -- I mean, this is my life. And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year. I'll be back.",9
Ses04M_impro02_F007,Can't you ask them? Can't you go back and ask them if you could -- I don't know if you could change assignments or something and you could stay here?,9
Ses04M_impro02_M010,It's not- it's not- It's not like that. It's not like that. I can't do that.,9
Ses04M_impro02_F008,"Why not? You could, at least, try. They have to understand",9
Ses04M_impro02_M011,Because it's impossible. There's -- I just can't. I can't.,9
Ses04M_impro02_F009,You won't even know your child when you come back. This -- isn't there someone you could talk to?,4
Ses04M_impro02_F010,Explain the situation to them and then you can stay here.,9
Ses04M_impro02_M012,"Look, honey, it's- it's- it's only going to be a year.",9
Ses04M_impro02_M013,It's only going to be a year. I'm not going to miss my son's entire life.,9
Ses04M_impro02_F011,"And what happens if, at the end of that year, they ask you to stay longer? Are you just going to agree? Are you just going to absentmindedly brainwashedly do whatever it is they tell you to do?",9
Ses04M_impro02_M014,I'm not going to stay more than a year. I've agreed to a year,9
Ses04M_impro02_F012,Then why do you have to go a year at all?,9
Ses04M_impro02_M015,Because I've already agreed to that.,9
Ses04M_impro02_F013,Well unagree. Tell them that you can't leave right now. I can't do this by myself. I can't do this without you.,9
Ses04M_impro02_M016,"Yes, you can. Yes, you can. You know you can. You're a strong person.",9
Ses04M_impro02_F014,This is supposed to be a partnership. We're supposed to do this together. I'm not supposed to be left here to do this by myself while you leave.,0
Ses04M_impro02_M017,It is. It is. It is. It is. I'm going to write you every day.,9
Ses04M_impro02_F015,"What am I supposed to do, read your letters?",0
Ses04M_impro02_M018,What else can we do? I -- we don't have a choice in this. Do you understand? You can't come with me and I can't stay here. That's all there is to it.,9
Ses04M_impro02_F016,"There has to be something. I mean, we can't just live with this. It's not -- it just won't work this way.",9
Ses04M_impro02_M019,We don't have a choice. I have to do this.,9
Ses04M_impro02_F017,Just tell them no.,9
Ses04M_impro02_M020,"I can't do it. I'd love to. I mean, I don't - if you understand, I don't want to stay.",9
Ses04M_impro02_M021,"I mean, I don't want to -- I don't want to leave. I want to stay here with you.",9
Ses04M_impro02_F018,"Then, can't you please try something? If you go and ask them and they say no, then I would understand, but you're not even willing to ask.",9
Ses04M_impro02_F019,Can't you just make an effort? Can't you just try?,9
Ses04M_impro02_M022,I've asked already. I can't go back.,9
Ses04M_impro02_M023,"It can't happen. I have to go. I want to stay really bad, but I can't. There's just no -- I don't have an option.",9
Ses04M_impro02_F020,When do you leave?,4
Ses04M_impro02_M024,Next week.,9
Ses04M_impro02_F021,A week. You're giving me a week to be okay with this.,3
